id,symbol,name,Proximal,Distal,foldChange,log2FoldChange,pval,FDR
ENSDARG00000086355,,,10.67689229,11.44826083,1.072239775,0.100627558,0.865558862,0.940548779
ENSDARG00000086356,,,444.3674337,474.3673669,1.067511396,0.094251471,0.441556584,0.610540085
ENSDARG00000086358,si:dkey-83f18.9,si:dkey-83f18.9,4.100822942,15.39888978,3.754401396,1.908582902,6.16E-05,0.000342418
ENSDARG00000086365,,,9.694600731,11.64628227,1.201295576,0.264591167,0.581894162,0.734221913
ENSDARG00000086369,si:ch211-167j9.5,fibroblast growth factor receptor homolog 1-like,75.5404425,66.74213263,0.883530026,-0.178648931,0.370321958,0.540674679
ENSDARG00000086374,isg15,ISG15 ubiquitin-like modifier,105.002621,27.00929971,0.257232079,-1.958857525,8.38E-06,5.53E-05
ENSDARG00000086378,gig2q,grass carp reovirus (GCRV)-induced gene 2q,3.547705217,1.699902851,0.479302378,-1.060991996,0.256740516,0.414511246
ENSDARG00000086391,cald1b,caldesmon 1b,80.94327723,15.45226661,0.190912405,-2.389017249,2.86E-11,4.33E-10
ENSDARG00000086405,mterf2,mitochondrial transcription termination factor 2,70.82702582,57.474304,0.81147686,-0.301378139,0.124871508,0.239666458
ENSDARG00000086411,srsf10b,serine/arginine-rich splicing factor 10b,170.7459833,146.7841708,0.859664797,-0.218153865,0.157091558,0.286225833
ENSDARG00000086416,med11,,109.0440154,108.5412695,0.995389556,-0.006666845,1,1
ENSDARG00000086418,si:ch211-236p5.3,,85.03934157,130.6135482,1.535912789,0.6190963,0.235321149,0.388670161
ENSDARG00000086419,,uncharacterized LOC794438,32.45730024,57.40912937,1.768734929,0.822717855,0.029454418,0.074970223
ENSDARG00000086421,im:7136729,im:7136729,36.22497977,44.09451429,1.217234553,0.283607192,0.234787409,0.387980267
ENSDARG00000086425,prpf3,PRP3 pre-mRNA processing factor 3 homolog (yeast),481.961866,455.7973688,0.945712629,-0.080526233,0.511075971,0.674213519
ENSDARG00000086445,adgrf7,,255.0154151,803.9108106,3.152392407,1.656447131,1.45E-28,7.99E-27
ENSDARG00000086449,znf1055,,2.97415971,2.980775674,1.002223734,0.003204608,1,1
ENSDARG00000086450,tdg.2,G/T mismatch-specific thymine DNA glycosylase-like,90.01223641,110.921922,1.232295676,0.301348456,0.077622896,0.164793746
ENSDARG00000086452,,,24.21458914,36.18507273,1.494329645,0.579498438,0.031292321,0.078918695
ENSDARG00000086453,cx52.9,connexin 52.9,18.72424332,11.63432726,0.621371219,-0.686472676,0.087970449,0.181940875
ENSDARG00000086455,clpxa,,210.5948764,272.0971803,1.29203945,0.36965012,0.006011638,0.019752404
ENSDARG00000086457,tnfaip8l1,"tumor necrosis factor, alpha-induced protein 8-like 1",41.0242495,49.72472855,1.212076201,0.277480401,0.200146788,0.343721414
ENSDARG00000086458,hdac10,histone deacetylase 10,357.7597034,300.9635369,0.841245374,-0.249401428,0.04437618,0.104975874
ENSDARG00000086459,si:ch211-165g14.1,si:ch211-165g14.1,272.8198131,250.8008394,0.919291445,-0.12140578,0.375654073,0.545803819
ENSDARG00000086460,si:dkey-83f18.10,si:dkey-83f18.10,0.56415397,4.730193371,8.371512222,3.065488253,0.014882139,0.042613458
ENSDARG00000086463,klhl13,kelch-like family member 13,8.941076728,13.15059747,1.470754264,0.556556219,0.205199202,0.350392683
ENSDARG00000086471,pkig,"protein kinase (cAMP-dependent, catalytic) inhibitor gamma",104.600742,122.9982554,1.17588152,0.233742703,0.158329124,0.287853244
ENSDARG00000086481,mogat3a,,241.4202274,190.5580273,0.789321757,-0.341314579,0.020469513,0.055815971
ENSDARG00000086484,fbxw10,,5.42319483,3.147088151,0.580378886,-0.78493306,0.276451117,0.437936688
ENSDARG00000086489,si:ch211-3n24.1,,105.7612971,180.6417889,1.708007427,0.772314248,4.75E-07,3.94E-06
ENSDARG00000086490,si:dkey-92f12.2,si:dkey-92f12.2,154.4640499,275.1917432,1.781585824,0.833161984,3.68E-07,3.11E-06
ENSDARG00000086492,si:dkey-265e15.2,protein NLRC3,34.90563719,35.84613731,1.026943304,0.038356534,0.873925873,0.945077218
ENSDARG00000086493,mtnr1bb,melatonin receptor 1Bb,30.56051659,2.304534012,0.075439123,-3.728543284,5.80E-12,9.49E-11
ENSDARG00000086494,znf970,zinc finger protein 850-like,43.74333049,37.63894448,0.860453093,-0.216831548,0.385629377,0.556216477
ENSDARG00000086495,,,1.509786785,0.617194217,0.409186937,-1.289168006,0.560900903,0.716166106
ENSDARG00000086498,si:ch211-116o3.3,,28.4729219,4.72992461,0.166149385,-2.589447143,7.71E-05,0.000419322
ENSDARG00000086505,mast3b,microtubule associated serine/threonine kinase 3b,381.8365043,271.1338039,0.710079028,-0.493948497,0.001931628,0.007382074
ENSDARG00000086511,ptprjb.2,,9.367963636,18.66674976,1.992509576,0.994586658,0.027855961,0.071847135
ENSDARG00000086512,,,5.98175077,19.89183957,3.325032302,1.733368356,0.005339593,0.017824537
ENSDARG00000086518,si:ch211-155o21.3,,2.986480104,2.120889564,0.710260651,-0.493579534,0.641165209,0.780300226
ENSDARG00000086523,,ER lipid raft associated 2,82.67623262,134.2650678,1.623978737,0.699532743,2.95E-05,0.000175348
ENSDARG00000086529,si:dkey-90l23.2,,7.483620537,5.23251441,0.699235771,-0.516149104,0.387727225,0.558388282
ENSDARG00000086539,,breast cancer anti-estrogen resistance protein 3-like,519.1796017,594.398051,1.14487916,0.195195332,0.092344687,0.189200302
ENSDARG00000086550,dbf4b,DBF4 zinc finger B,5.237321375,4.244552213,0.810479524,-0.303152357,0.681351162,0.812593895
ENSDARG00000086551,irs4a,insulin receptor substrate 4a,56.74229421,67.85435339,1.19583035,0.258012732,0.188261197,0.328051899
ENSDARG00000086552,zgc:154164,,12.98916487,14.63241576,1.126499617,0.171846823,0.674519736,0.806542682
ENSDARG00000086553,si:dkey-17e16.8,protein NLRC3-like,718.6559434,684.0654894,0.951867919,-0.071166695,0.543041922,0.701902753
ENSDARG00000086555,si:ch73-36p18.4,histone H4,60.81602102,52.9279226,0.870297849,-0.200418864,0.336295348,0.504425345
ENSDARG00000086569,zgc:172051,zgc:172051,4.70255685,2.9405826,0.625395354,-0.677159594,0.560011238,0.715772105
ENSDARG00000086571,knca7,"potassium voltage-gated channel, shaker-related subfamily, member 7",7.965615699,15.29634397,1.920180984,0.941242296,0.022978548,0.061412576
ENSDARG00000086573,omga,,27.07222029,23.45085621,0.866238148,-0.207164386,0.470520302,0.638158156
ENSDARG00000086576,,,948.9994397,466.0625629,0.491109955,-1.025882029,1.12E-18,3.25E-17
ENSDARG00000086579,si:ch1073-147h9.1,,160.2823865,143.3571378,0.894404223,-0.161001095,0.265660152,0.425361579
ENSDARG00000086584,,uncharacterized LOC100334865,2.243018633,1.50871387,0.672772431,-0.571809507,0.650157222,0.787388338
ENSDARG00000086585,nrg2b,neuregulin 2b,73.90048718,72.85379779,0.985836694,-0.020579414,0.884708133,0.952055275
ENSDARG00000086586,,,5.585908407,0.207497771,0.037318988,-4.743946306,0.000106255,0.000559473
ENSDARG00000086591,zgc:110434,histone H2A-like,31.23398085,29.72398451,0.951656883,-0.071486587,0.797818786,0.893917602
ENSDARG00000086601,,,5.786300302,3.168134893,0.547601598,-0.868801438,0.206994327,0.35266035
ENSDARG00000086603,zgc:136963,,393.95787,1191.30837,3.023943515,1.596431191,4.51E-17,1.17E-15
ENSDARG00000086604,si:ch211-113a14.25,histone H2A,19.74544763,16.98793395,0.860353936,-0.216997811,0.614473053,0.760175837
ENSDARG00000086614,si:ch73-36p18.4,histone H4,26.82640255,23.25054976,0.866708945,-0.206380501,0.49176312,0.657936524
ENSDARG00000086615,si:dkey-196n19.1,,70.01675838,57.90434201,0.827009367,-0.274024425,0.154757935,0.282726361
ENSDARG00000086616,,C-C chemokine receptor type 5-like,51.86907368,39.19301317,0.755618999,-0.404269117,0.058043495,0.130494712
ENSDARG00000086618,psma3,"proteasome (prosome, macropain) subunit, alpha type, 3",879.991704,1060.600594,1.205239076,0.269319354,0.017015678,0.047709947
ENSDARG00000086626,im:7147486,zinc finger protein 208-like,145.1040556,95.78726929,0.660130475,-0.599176893,0.022767559,0.060939154
ENSDARG00000086628,stk19,serine/threonine kinase 19,47.44087705,34.36117274,0.724300447,-0.46533983,0.044822982,0.105803033
ENSDARG00000086631,rnh1,gastrula zinc finger protein XlCGF57.1-like,114.0190748,112.6282913,0.987802292,-0.017705778,0.883412993,0.950899033
ENSDARG00000086645,hs3st3b1b,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1b,307.7995979,686.5029237,2.230352795,1.157271932,4.92E-09,5.55E-08
ENSDARG00000086647,chrng,acetylcholine receptor subunit gamma-like,8.250925061,13.39613509,1.62351633,0.699121896,0.095609559,0.194240114
ENSDARG00000086650,ttc41,tetratricopeptide repeat domain 41,4.302558616,2.299495915,0.534556659,-0.903585224,0.30426179,0.470146033
ENSDARG00000086655,,MKRN2 opposite strand protein-like,53.56691219,39.34245246,0.734459322,-0.445245506,0.073083233,0.157007527
ENSDARG00000086661,si:ch211-125m10.6,si:ch211-125m10.6,7.683901873,4.519281393,0.588202877,-0.765614254,0.214810768,0.363148745
ENSDARG00000086665,si:dkey-175g6.2,,4.086252866,3.650258244,0.8933282,-0.162737791,0.854389759,0.932873241
ENSDARG00000086668,si:dkey-7j22.4,,2.631782064,3.571520453,1.356937402,0.440354168,0.632366962,0.773204973
ENSDARG00000086669,edn3b,endothelin 3b,38.26857623,2.420288047,0.063269267,-3.982351302,1.77E-22,6.76E-21
ENSDARG00000086670,ice2,interactor of little elongator complex ELL subunit 2,539.7122872,417.4762082,0.77351664,-0.370495768,0.073763192,0.158211882
ENSDARG00000086678,ascc3,,1513.805072,1546.059441,1.021306804,0.030416321,0.768814508,0.874949416
ENSDARG00000086685,trim63b,tripartite motif containing 63b,24.68713281,29.58173868,1.198257435,0.260937891,0.405140967,0.57588334
ENSDARG00000086691,dnajc12,"DnaJ (Hsp40) homolog, subfamily C, member 12",45.10190617,40.4369134,0.896570018,-0.15751184,0.544014714,0.702549067
ENSDARG00000086692,taar14a,trace amine associated receptor 14a,0.569948762,1.838699879,3.222180347,1.688037245,0.248670523,0.405030616
ENSDARG00000086699,smim15,small integral membrane protein 15,199.4606293,236.3351219,1.184870106,0.244728909,0.081277529,0.17084779
ENSDARG00000086703,si:dkey-126g1.7,si:dkey-126g1.7,28.2448611,16.90439172,0.598508633,-0.740556037,0.013800526,0.040003408
ENSDARG00000086706,zgc:114175,,2.787764383,2.886206207,1.035299441,0.050048101,1,1
ENSDARG00000086708,,,39.43390988,19.59317273,0.49687378,-1.009048683,0.000118211,0.000614937
ENSDARG00000086709,zgc:173552,histone H3-like,27.00705782,32.37499029,1.198752998,0.261534423,0.355064246,0.524782041
ENSDARG00000086712,si:dkeyp-97b10.3,si:dkeyp-97b10.3,78.48491986,115.7863492,1.47526269,0.560971868,0.002539457,0.009369929
ENSDARG00000086716,,,1.654246445,1.649383975,0.997062389,-0.004244314,1,1
ENSDARG00000086720,znf1023,gastrula zinc finger protein xLCGF3.1-like,3.504951643,1.93629204,0.552572379,-0.855764646,0.416006942,0.58629493
ENSDARG00000086724,im:7151449,im:7151449,326.5520654,503.8938688,1.54307193,0.625805314,0.000124669,0.000645807
ENSDARG00000086733,,,7.523725118,4.189987461,0.556962201,-0.844348675,0.165543522,0.297868885
ENSDARG00000086735,si:ch1073-111c8.3,,339.0770039,288.0695643,0.84957019,-0.235194949,0.070165646,0.151908016
ENSDARG00000086737,tmem68,,66.44263009,58.63880619,0.882549706,-0.180250561,0.341905537,0.510296357
ENSDARG00000086739,si:ch1073-513e17.1,sialin-like,61.81712592,160.60414,2.598026673,1.377416242,1.07E-09,1.33E-08
ENSDARG00000086740,phyh,phytanoyl-CoA 2-hydroxylase,361.597909,270.7817831,0.748848452,-0.417254312,0.001059531,0.004352305
ENSDARG00000086744,si:dkeyp-79b7.9,,26.85771238,32.37918709,1.20557481,0.269721178,0.336244202,0.504425345
ENSDARG00000086746,si:ch73-209e20.3,proline dehydrogenase (oxidase) 1a,6873.630654,4994.889007,0.726674087,-0.460619634,1.62E-05,0.000101114
ENSDARG00000086751,si:dkey-108k21.9,histone H2B 1/2,24.59018609,24.87387255,1.011536103,0.016547812,0.94191123,0.988143369
ENSDARG00000086752,,,419.7262706,470.9572374,1.122057751,0.166146932,0.181124339,0.318916192
ENSDARG00000086753,gb:bc139872,expressed sequence BC139872,37.96875361,47.46781184,1.250174345,0.322129302,0.170441159,0.304364785
ENSDARG00000086762,dfna5a,"deafness, autosomal dominant 5 a",40.38312326,20.65693405,0.511536029,-0.967092238,0.000268413,0.00128541
ENSDARG00000086764,im:7163673,im:7163673,372.2003696,273.0947024,0.733731052,-0.446676753,0.001162002,0.004723901
ENSDARG00000086774,,,33.84145969,19.39621977,0.573162233,-0.802984545,0.004193533,0.014503539
ENSDARG00000086775,top1,,148.7279583,79.98739451,0.537813183,-0.894822975,2.66E-08,2.69E-07
ENSDARG00000086776,,G-protein coupled receptor 55-like,52.32785702,46.75582343,0.893518913,-0.162429828,0.460580513,0.628249792
ENSDARG00000086778,pdgfba,si:ch211-79m20.1,261.1790736,594.8239799,2.277451612,1.187420402,5.94E-06,4.05E-05
ENSDARG00000086786,mfsd10,major facilitator superfamily domain containing 10,334.5098612,312.5159136,0.934250423,-0.098118783,0.447018675,0.61577546
ENSDARG00000086789,bahd1,bromo adjacent homology domain containing 1,485.4958991,758.13506,1.561567255,0.642994706,5.83E-08,5.60E-07
ENSDARG00000086790,gucy1b3,"guanylate cyclase 1, soluble, beta 3",5.619337368,4.396212441,0.782375177,-0.354067498,0.633836072,0.77395134
ENSDARG00000086805,ccdc129,coiled-coil domain containing 129,650.3892144,557.4420553,0.857090164,-0.222481115,0.268124914,0.428253291
ENSDARG00000086808,ddhd1a,DDHD domain containing 1a,777.7338913,1287.330671,1.655231989,0.727033432,8.49E-11,1.21E-09
ENSDARG00000086815,si:dkeyp-67a8.2,si:dkeyp-67a8.2,174.9982562,103.575218,0.591866618,-0.756656005,9.76E-07,7.68E-06
ENSDARG00000086819,scn1a,"sodium channel, voltage-gated, type I, alpha",16.4774364,7.462381398,0.452918057,-1.142678036,0.247227461,0.403241445
ENSDARG00000086825,znf521,zinc finger protein 521,8.197495802,4.637920297,0.565825782,-0.82157018,0.144451923,0.268122199
ENSDARG00000086826,sult6b1,"sulfotransferase family, cytosolic, 6b, member 1",335.8179807,322.9116428,0.961567575,-0.056539848,0.707628263,0.832855513
ENSDARG00000086831,,,14.2647944,12.4658293,0.873896605,-0.194465497,0.786401487,0.886193464
ENSDARG00000086838,itga2.3,,18.6781524,12.88782572,0.690011273,-0.535308163,0.515896159,0.678888597
ENSDARG00000086839,,,9.17739077,9.561279326,1.041825257,0.059113319,0.905337367,0.964605105
ENSDARG00000086840,si:ch211-266k8.4,si:ch211-266k8.4,22.80746804,28.55415268,1.251953995,0.324181549,0.249670346,0.406149522
ENSDARG00000086842,dap1b,,500.8996704,557.3006426,1.112599115,0.153933863,0.182984936,0.320984817
ENSDARG00000086847,irgq1,"immunity-related GTPase family, q1",9.785670776,10.80630794,1.104288495,0.143117124,0.969833754,1
ENSDARG00000086848,atad3b,,240.7436752,109.376153,0.454328441,-1.138192474,2.33E-09,2.75E-08
ENSDARG00000086851,si:dkey-264d12.5,si:dkey-264d12.5,94.48739041,111.8332956,1.183577105,0.243153694,0.15574983,0.284119858
ENSDARG00000086853,dpyda.3,,128.9015232,61.80878261,0.479507934,-1.060373407,9.61E-10,1.20E-08
ENSDARG00000086856,stk35,serine/threonine kinase 35,3979.413472,4184.641939,1.051572529,0.072548359,0.507512446,0.670963615
ENSDARG00000086866,gfpt1,,497.1183599,618.188868,1.243544142,0.31445772,0.008646679,0.027025491
ENSDARG00000086870,slc12a2,,1177.996165,520.5931783,0.441931605,-1.178104984,1.76E-24,7.62E-23
ENSDARG00000086874,si:ch211-232i5.3,,451.8154979,908.4923226,2.010757302,1.007738959,5.01E-18,1.40E-16
ENSDARG00000086877,,,107.4244148,83.61223224,0.778337532,-0.361532168,0.030377548,0.076926654
ENSDARG00000086879,,lines homolog (Drosophila),16.28053275,21.2089469,1.302699643,0.381504488,0.282060967,0.444685408
ENSDARG00000086880,,,60.06223438,35.45348172,0.590285923,-0.760514159,0.021425625,0.057957158
ENSDARG00000086881,,immediate early response 2,551.9516742,605.2817701,1.096620776,0.133064712,0.380714959,0.55128948
ENSDARG00000086896,,,1196.777971,942.1675051,0.78725356,-0.345099719,0.007807107,0.024768541
ENSDARG00000086897,si:dkey-7i4.1,si:dkey-7i4.1,92.75528006,59.9178706,0.64598182,-0.630434532,0.001884264,0.007221108
ENSDARG00000086902,,"DIRAS family, GTP-binding RAS-like 2",3.173511862,1.07769011,0.339797158,-1.557254307,0.139098077,0.26087438
ENSDARG00000086903,gig2o,grass carp reovirus (GCRV)-induced gene 2o,121.633742,139.3482302,1.145636748,0.196149674,0.243644235,0.399093623
ENSDARG00000086906,stambpb,STAM binding protein b,222.9225597,223.2273947,1.001367442,0.001971454,0.961045944,0.99876841
ENSDARG00000086911,si:dkey-100n23.5,si:dkey-100n23.5,138.0588569,187.7248072,1.359742154,0.443333101,0.002182483,0.008213352
ENSDARG00000086927,pik3c2b,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta",496.5742204,448.3003498,0.902786388,-0.147543428,0.225815413,0.37684592
ENSDARG00000086931,,,12.78843227,15.14480649,1.184243849,0.243966178,0.599536219,0.748149596
ENSDARG00000086932,,,24.76226064,35.98206414,1.45308264,0.539116755,0.054920005,0.124815284
ENSDARG00000086933,tnni3k,TNNI3 interacting kinase,7.092200828,4.431375602,0.624876654,-0.678356654,0.27254271,0.433681641
ENSDARG00000086945,,,3.369820598,1.794349145,0.532614861,-0.908835411,0.302954329,0.468628097
ENSDARG00000086947,si:ch211-147m6.1,,65.69554809,51.97686613,0.791181084,-0.337920161,0.09813216,0.198314918
ENSDARG00000086950,si:ch211-269k10.2,pleckstrin homology domain-containing family G member 4B-like,300.2667038,788.7732537,2.626903406,1.393363152,2.69E-16,6.59E-15
ENSDARG00000086954,sh3rf2,,0.948747147,1.464486309,1.543027861,0.625764111,0.733093179,0.849597267
ENSDARG00000086957,si:dkeyp-118a3.2,si:dkeyp-118a3.2,1.67782492,0.403405132,0.240885829,-2.053578573,0.253679642,0.410617493
ENSDARG00000086960,gpc6a,,111.5429295,102.3996682,0.918029952,-0.123386871,0.479209556,0.647205289
ENSDARG00000086963,si:dkey-265j8.1,,8.936285327,3.98593528,0.446101376,-1.164556498,0.039165987,0.094753025
ENSDARG00000086969,,,23.53850274,26.53892988,1.127463489,0.173080715,0.693020309,0.822073798
ENSDARG00000086971,si:ch73-144m15.3,,5.802250509,7.059180991,1.216590768,0.282843961,0.679052426,0.810791087
ENSDARG00000086977,atxn1l,ataxin 1-like,441.7830011,336.5164813,0.761724011,-0.392659722,0.001475659,0.005839116
ENSDARG00000086980,mbd6,methyl-CpG binding domain protein 6,204.8207834,119.5068727,0.583472474,-0.777263498,0.000126794,0.000655796
ENSDARG00000086985,klc4,kinesin light chain 4,119.1840364,124.989965,1.048713569,0.068620695,0.657095501,0.792451784
ENSDARG00000086990,lrrc16b,,11.20510704,12.95566318,1.156214476,0.20940904,0.656994326,0.792451784
ENSDARG00000086996,si:ch73-234b20.5,,102.6887723,119.0455775,1.159283684,0.213233646,0.200766708,0.344457447
ENSDARG00000086998,zgc:64002,zgc:64002,17.12031861,7.181400469,0.419500427,-1.253255816,0.006077821,0.019939069
ENSDARG00000087005,,,101.7901793,178.2525807,1.751169228,0.808318508,0.028305245,0.07267756
ENSDARG00000087012,,GTPase IMAP family member 8-like,21.79308154,6.700295802,0.307482368,-1.70142441,0.243081713,0.398506894
ENSDARG00000087013,cubn,,42.06329863,33.16677231,0.788501732,-0.342814171,0.141377863,0.263902338
ENSDARG00000087015,,,2.053058017,0.705349196,0.343879866,-1.540023444,0.238532869,0.392865818
ENSDARG00000087016,si:ch211-254c8.2,si:ch211-254c8.2,37.85575103,73.71301379,1.947182782,0.961388316,0.000142944,0.000729655
ENSDARG00000087017,,prostaglandin reductase 1-like,8.577452491,10.88916098,1.269478498,0.344235959,0.455592682,0.623549189
ENSDARG00000087018,,,282.5920976,337.007197,1.192556364,0.254057454,0.038142671,0.092804977
ENSDARG00000087020,si:ch73-334d15.2,,12.35776862,16.44081686,1.330376623,0.411834723,0.297517998,0.462545066
ENSDARG00000087032,si:ch211-200e2.1,si:ch211-200e2.1,340.1022644,284.9561372,0.837854755,-0.255227926,0.292601654,0.456872974
ENSDARG00000087040,rhbdl1,"rhomboid, veinlet-like 1 (Drosophila)",13.05018854,8.789887483,0.673569879,-0.570100471,0.164701393,0.296938975
ENSDARG00000087046,si:ch211-222k6.2,,10.24308286,13.71253444,1.338678594,0.420809623,0.318187871,0.485201259
ENSDARG00000087048,si:dkey-165n16.1,si:dkey-165n16.1,64.66170039,66.46496316,1.027887217,0.039681976,0.824376629,0.913430596
ENSDARG00000087054,ggt1l2.2,gamma-glutamyltranspeptidase 1-like,4.869159924,3.636475462,0.746890353,-0.421031632,0.566488711,0.721136894
ENSDARG00000087057,ftr34,,71.3644572,76.350661,1.069868589,0.097433603,0.749285905,0.86015174
ENSDARG00000087059,fam213ab,"family with sequence similarity 213, member Ab",6.319409727,13.95109643,2.207467084,1.142391926,0.01087983,0.032787845
ENSDARG00000087070,znf977,oocyte zinc finger protein XlCOF20-like,3.555460941,2.960637123,0.83274839,-0.264047435,0.825294991,0.914112824
ENSDARG00000087074,znf574,zinc finger protein 574,539.4929719,452.8421602,0.839385023,-0.252595373,0.040246028,0.096865287
ENSDARG00000087084,hcar1-4,hydroxycarboxylic acid receptor 1-4,395.6717681,305.3113195,0.771628336,-0.374021972,0.016389079,0.046268999
ENSDARG00000087087,,collagen alpha-1(XXVIII) chain,211.8795141,225.4861805,1.064218583,0.089794501,0.573817636,0.727820687
ENSDARG00000087088,si:ch211-274p24.4,si:ch211-274p24.4,3.350325282,1.61890005,0.483361033,-1.048826923,0.31244402,0.47876543
ENSDARG00000087093,si:ch211-157c3.4,si:ch211-157c3.4,3153.456937,7811.267139,2.477048464,1.308622095,1.33E-24,5.81E-23
ENSDARG00000087094,foxa,,2.250587978,26.06660013,11.57742908,3.533243014,8.27E-15,1.75E-13
ENSDARG00000087096,,claudin-4-like,6.124507693,2.482520505,0.405439129,-1.302442764,0.067848291,0.147961369
ENSDARG00000087099,si:ch73-106k19.5,si:ch73-106k19.5,5.803985605,0.684021883,0.118005785,-3.08307051,0.000816923,0.003452379
ENSDARG00000087102,si:ch1073-164k15.3,,3.557370227,2.355425669,0.662220488,-0.594616448,0.593723035,0.7435119
ENSDARG00000087107,si:ch73-222h13.1,si:ch73-222h13.1,1.509248734,0.868919549,0.576010778,-0.795832287,0.650603498,0.787759441
ENSDARG00000087110,akna,AT-hook transcription factor,6.513689721,15.26718016,2.343654236,1.228759742,0.004716581,0.016063279
ENSDARG00000087120,slc5a8,"solute carrier family 5 (sodium/monocarboxylate cotransporter), member 8",28.27342117,223.3018444,7.897698172,2.981432233,2.07E-13,3.89E-12
ENSDARG00000087131,ifnlr1,interferon lambda receptor 1,124.1507857,294.4243028,2.371494708,1.245796649,1.15E-18,3.33E-17
ENSDARG00000087133,,,25.8379673,9.270241356,0.35880851,-1.478713987,2.26E-05,0.000137667
ENSDARG00000087145,si:ch1073-296d18.1,si:ch1073-296d18.1,314.2931879,416.8618457,1.326346022,0.4074572,0.001179664,0.004789047
ENSDARG00000087152,sowahd,sosondowah ankyrin repeat domain family member D,68.06436115,52.58121023,0.772525251,-0.372346004,0.064885919,0.142818588
ENSDARG00000087162,,transmembrane protein 102,193.7895459,175.4075182,0.905144868,-0.143779381,0.335322965,0.503360828
ENSDARG00000087168,si:ch211-162i8.4,,13.65938762,17.09962253,1.251840212,0.324050425,0.466247099,0.633758108
ENSDARG00000087176,sgk494a,uncharacterized serine/threonine-protein kinase SgK494a,3.177515919,2.081980669,0.655331206,-0.609703863,0.56043395,0.715942761
ENSDARG00000087180,ubxn2a,UBX domain protein 2A,54.43294771,41.79452284,0.767820902,-0.38115826,0.07024909,0.152035297
ENSDARG00000087181,cbx7b,chromobox homolog 7b,27.08154401,22.17418256,0.818799835,-0.288417284,0.343589737,0.512321542
ENSDARG00000087185,,gastrula zinc finger protein XlCGF8.2DB-like,14.56982492,23.08276711,1.584245727,0.663796124,0.036335294,0.08929444
ENSDARG00000087186,si:ch211-232b12.5,si:ch211-232b12.5,2888.029227,2465.600393,0.853731159,-0.22814626,0.029964758,0.076029402
ENSDARG00000087187,grip2a,glutamate receptor interacting protein 2a,3.344882164,4.709589516,1.407876693,0.493520983,0.487266356,0.653710622
ENSDARG00000087188,nfil3-6,"nuclear factor, interleukin 3 regulated, member 6",5048.154183,4027.094385,0.797736052,-0.326016616,0.044247712,0.104730325
ENSDARG00000087190,si:ch73-105b23.6,,5.604633453,4.724782914,0.843041728,-0.246324053,0.724143419,0.845643214
ENSDARG00000087191,,WD repeat domain 93,20.84559953,41.91950612,2.010903796,1.007844063,0.000156434,0.00078905
ENSDARG00000087193,prrg2,proline rich Gla (G-carboxyglutamic acid) 2,349.3794764,463.9998851,1.328067584,0.409328565,0.000904807,0.003788889
ENSDARG00000087195,rorc,RAR-related orphan receptor C,38.30751852,33.54338138,0.875637657,-0.191594096,0.417371574,0.587735519
ENSDARG00000087196,fibinb,fin bud initiation factor b,1037.928593,332.9418733,0.320775971,-1.640362019,3.32E-20,1.08E-18
ENSDARG00000087197,ros1,,26.46451651,18.78885498,0.709974996,-0.494159879,0.097492323,0.197277392
ENSDARG00000087198,cthrc1a,collagen triple helix repeat containing 1a,71.75220278,16.2434206,0.226392969,-2.143098943,9.36E-07,7.40E-06
ENSDARG00000087203,,STE20/SPS1-related proline-alanine-rich protein kinase-like,134.4359765,81.86377624,0.608945384,-0.715615257,1.33E-05,8.42E-05
ENSDARG00000087204,,potassium voltage-gated channel subfamily E member 1-like,4.293530931,2.438292943,0.567999854,-0.816037535,0.354743441,0.524473499
ENSDARG00000087205,akt3b,v-akt murine thymoma viral oncogene homolog 3b,93.67901398,95.01802767,1.014293483,0.020475153,0.94677976,0.990675961
ENSDARG00000087206,,,804.702493,544.2747126,0.676368025,-0.564119635,4.57E-06,3.18E-05
ENSDARG00000087210,vwa3a,von Willebrand factor A domain-containing protein 3A-like,7.478549273,12.53353461,1.675840904,0.744885193,0.10069029,0.202438656
ENSDARG00000087212,,,0.568960657,2.13879086,3.754278185,1.908535555,0.182426154,0.320292701
ENSDARG00000087223,,,1.674729865,1.255996319,0.750118706,-0.414809175,0.847770428,0.929004356
ENSDARG00000087224,si:ch73-380n15.2,neuronal acetylcholine receptor subunit alpha-7-like,2.244994842,0.421286856,0.188017732,-2.411059368,0.109868779,0.216737096
ENSDARG00000087225,si:ch73-361p23.3,tumor necrosis factor receptor superfamily member 9-like,14.94725845,11.02301285,0.737478074,-0.439327938,0.252313345,0.408887197
ENSDARG00000087226,kbtbd2,kelch repeat and BTB (POZ) domain containing 2,367.5881572,344.4858742,0.937151892,-0.093645198,0.447348408,0.616048375
ENSDARG00000087227,oit3,oncoprotein induced transcript 3,1.686837318,3.258855026,1.931379873,0.949631949,0.360539951,0.530207319
ENSDARG00000087229,exoc7,exocyst complex component 7,382.5698588,550.1216659,1.437962807,0.524026361,1.35E-05,8.53E-05
ENSDARG00000087231,,,53.57178621,34.42650671,0.642630506,-0.637938627,0.144247703,0.267934384
ENSDARG00000087236,hist1h4l,histone H4,50.60250542,36.51382551,0.721586878,-0.47075499,0.124816574,0.239580669
